"meanBWDY"	"medianBWDY"	"sdBWDY"	"quant2.5BWDY"	"quant25BWDY"	"quant50BWDY"	"quant75BWDY"	"quant97.5BWDY"	"GrazeTime"	"Plot"	"Sample"	"Year"	"Treatment"	"Block"
-0.577684746963973	-0.603630862329803	0.16089600418425	-0.768707482993197	-0.678607983623337	-0.603630862329803	-0.515711645101664	-0.229050279329609	"1WK"	"6"	"2"	"2018"	"HI"	2
-0.497717237967463	-0.545667447306792	0.281418846314034	-0.780645161290323	-0.678622668579627	-0.545667447306792	-0.413843888070692	0.280597079222819	"1WK"	"6"	"3"	"2017"	"HI"	2
-0.551924660660934	-0.580645161290323	0.176815381513692	-0.761658031088083	-0.659836065573771	-0.580645161290323	-0.488203266787659	-0.160714285714286	"1WK"	"6"	"3"	"2018"	"HI"	2
-0.468358300071211	-0.509433962264151	0.284105325856315	-0.784355179704017	-0.663201663201663	-0.509433962264151	-0.362637362637363	0.270833333333333	"1WK"	"6"	"4"	"2017"	"HI"	2
-0.531932765938916	-0.567291311754685	0.19568541089962	-0.760869565217391	-0.656387665198238	-0.567291311754685	-0.456953642384106	-0.0928961748633879	"1WK"	"6"	"4"	"2018"	"HI"	2
-0.490555445397261	-0.527165932452276	0.259247016190481	-0.787941787941788	-0.645283018867924	-0.527165932452276	-0.402337228714524	0.139784946236559	"1WK"	"6"	"5"	"2017"	"HI"	2
-0.523691372236678	-0.56142365097589	0.206554990420868	-0.759201497192764	-0.647509578544061	-0.56142365097589	-0.455399061032864	-0.0465116279069767	"1WK"	"6"	"5"	"2018"	"HI"	2
-0.675231624753643	-0.67741935483871	0.0700218651419423	-0.801169590643275	-0.71737660581474	-0.67741935483871	-0.634241245136187	-0.533333333333333	"1WK"	"7"	"1"	"2017"	"LO"	3
-0.499981689390559	-0.517241379310345	0.186532536126049	-0.763319189061763	-0.626016260162601	-0.517241379310345	-0.40597539543058	-0.111111111111111	"1WK"	"7"	"1"	"2018"	"LO"	3
-0.658801601612883	-0.656942823803967	0.0663127196124601	-0.794453507340946	-0.694424330195511	-0.656942823803967	-0.620718462823726	-0.530984204131227	"1WK"	"7"	"2"	"2017"	"LO"	3
-0.524910332155569	-0.547479484173505	0.184354578994716	-0.762532981530343	-0.646746347941567	-0.547479484173505	-0.442307692307692	-0.134020618556701	"1WK"	"7"	"2"	"2018"	"LO"	3
-0.655712690438595	-0.655677655677656	0.0757237288344379	-0.800391389432485	-0.698717948717949	-0.655677655677656	-0.612604263206673	-0.50093808630394	"1WK"	"7"	"3"	"2017"	"LO"	3
-0.497204382973172	-0.52258064516129	0.213494281820771	-0.76341730558598	-0.644479248238058	-0.52258064516129	-0.39963167587477	-0.0294117647058823	"1WK"	"7"	"3"	"2018"	"LO"	3
-0.669138344268678	-0.672240802675585	0.0794947459389248	-0.801169590643275	-0.715656868626275	-0.672240802675585	-0.628498727735369	-0.507064364207221	"1WK"	"7"	"4"	"2017"	"LO"	3
-0.526928827827678	-0.559792027729636	0.191453986576068	-0.758360302049622	-0.653786707882535	-0.559792027729636	-0.444201312910284	-0.107692307692308	"1WK"	"7"	"4"	"2018"	"LO"	3
-0.608977788726021	-0.613924050632911	0.103299074136715	-0.785513909142564	-0.6654492330168	-0.613924050632911	-0.55902004454343	-0.399414422034054	"1WK"	"7"	"5"	"2017"	"LO"	3
-0.458516759565205	-0.470588235294118	0.180949993355659	-0.728395061728395	-0.561866125760649	-0.470588235294118	-0.388888888888889	-0.0638297872340425	"1WK"	"7"	"5"	"2018"	"LO"	3
-0.566686174890795	-0.571428571428571	0.145215686731126	-0.797216699801193	-0.64983164983165	-0.571428571428571	-0.49084988193396	-0.273209549071618	"1WK"	"8"	"1"	"2017"	"NO"	3
-0.499267088213898	-0.5	0.167613187486941	-0.755888650963597	-0.595744680851064	-0.5	-0.424242424242424	-0.167883211678832	"1WK"	"8"	"1"	"2018"	"NO"	3
-0.563886275908646	-0.55511811023622	0.128292737148169	-0.804222648752399	-0.629116117850953	-0.55511811023622	-0.491344873501997	-0.328671328671329	"1WK"	"8"	"2"	"2017"	"NO"	3
-0.508771566110172	-0.526011560693642	0.127142463058051	-0.714285714285714	-0.562156215621562	-0.526011560693642	-0.474530831099196	-0.218958498777541	"1WK"	"8"	"2"	"2018"	"NO"	3
-0.572834414111514	-0.57258064516129	0.110177448265523	-0.783235845657371	-0.629116117850953	-0.57258064516129	-0.517241379310345	-0.355932203389831	"1WK"	"8"	"3"	"2017"	"NO"	3
-0.48632365594288	-0.503928170594837	0.120440288053274	-0.676190476190476	-0.543274244004171	-0.503928170594837	-0.44578313253012	-0.226415094339623	"1WK"	"8"	"3"	"2018"	"NO"	3
-0.534192533185181	-0.536614645858343	0.149951334938398	-0.803468208092486	-0.61504424778761	-0.536614645858343	-0.455160744500846	-0.23943661971831	"1WK"	"8"	"4"	"2017"	"NO"	3
-0.474009102593922	-0.48989898989899	0.170783603657413	-0.737476220672162	-0.56043956043956	-0.48989898989899	-0.417004048582996	-0.0843373493975903	"1WK"	"8"	"4"	"2018"	"NO"	3
-0.525354041984813	-0.533018867924528	0.157666331026199	-0.792260692464358	-0.622088006902502	-0.533018867924528	-0.433224755700326	-0.213872832369942	"1WK"	"8"	"5"	"2017"	"NO"	3
-0.468970935796534	-0.493212669683258	0.170439013430039	-0.705843835183502	-0.55241935483871	-0.493212669683258	-0.42433234421365	-0.0687022900763358	"1WK"	"8"	"5"	"2018"	"NO"	3
-0.659710560340481	-0.660777385159011	0.0698229045038002	-0.798732171156894	-0.700133868808568	-0.660777385159011	-0.619887730553328	-0.51685393258427	"1WK"	"9"	"1"	"2017"	"HI"	3
-0.551674833572942	-0.579532814238042	0.17778712774882	-0.771904062652961	-0.673728813559322	-0.579532814238042	-0.469816272965879	-0.162790697674419	"1WK"	"9"	"1"	"2018"	"HI"	3
-0.627119000815038	-0.628140703517588	0.0975224650089281	-0.816216216216216	-0.6733708769107	-0.628140703517588	-0.58008658008658	-0.440329218106996	"1WK"	"9"	"2"	"2017"	"HI"	3
-0.539358962441806	-0.554192229038855	0.160008900658352	-0.7614883710103	-0.64969450101833	-0.554192229038855	-0.456692913385827	-0.215469613259668	"1WK"	"9"	"2"	"2018"	"HI"	3
-0.68619398115934	-0.688311688311688	0.0543623058116208	-0.789164216715666	-0.720779220779221	-0.688311688311688	-0.654676258992806	-0.572700296735905	"1WK"	"9"	"3"	"2017"	"HI"	3
-0.590849314824575	-0.618037135278515	0.155890870913036	-0.770171149144254	-0.693121693121693	-0.618037135278515	-0.526418786692759	-0.256038647342995	"1WK"	"9"	"3"	"2018"	"HI"	3
-0.634218283417259	-0.631419939577039	0.0940289084441744	-0.818181818181818	-0.685552407932011	-0.631419939577039	-0.57819225251076	-0.453900709219858	"1WK"	"9"	"4"	"2017"	"HI"	3
-0.563482586398813	-0.595092024539877	0.169700443564115	-0.762643965948923	-0.678571428571429	-0.595092024539877	-0.487603305785124	-0.19205298013245	"1WK"	"9"	"4"	"2018"	"HI"	3
-0.616814657222685	-0.617647058823529	0.100450496185747	-0.804222648752399	-0.670802315963606	-0.617647058823529	-0.5625	-0.417721518987342	"1WK"	"9"	"5"	"2017"	"HI"	3
-0.559302808413662	-0.589267285861713	0.167285048241763	-0.763249133234274	-0.67420814479638	-0.589267285861713	-0.481481481481481	-0.195219123505976	"1WK"	"9"	"5"	"2018"	"HI"	3
-0.59564288392117	-0.598951507208388	0.0759761159484921	-0.748041763319496	-0.639871382636656	-0.598951507208388	-0.555209953343701	-0.4375	"24H"	"1"	"1"	"2017"	"NO"	1
-0.571103367198749	-0.575129533678757	0.0989030167789003	-0.749174917491749	-0.628080657206871	-0.575129533678757	-0.523096129837703	-0.37291280148423	"24H"	"1"	"1"	"2018"	"NO"	1
-0.622980993621406	-0.630434782608696	0.0620998585627402	-0.723646723646724	-0.663778162911612	-0.630434782608696	-0.589285714285714	-0.486810551558753	"24H"	"1"	"2"	"2017"	"NO"	1
-0.530676972195564	-0.538461538461538	0.103333667432575	-0.696891191709844	-0.594372801875733	-0.538461538461538	-0.478991596638655	-0.320754716981132	"24H"	"1"	"2"	"2018"	"NO"	1
-0.57648839259379	-0.579689703808181	0.0781127326352231	-0.718170580964153	-0.625239005736138	-0.579689703808181	-0.534008683068017	-0.412639405204461	"24H"	"1"	"3"	"2017"	"NO"	1
-0.531018933163052	-0.536614645858343	0.0993536856252912	-0.708358755338621	-0.590038314176245	-0.536614645858343	-0.48036253776435	-0.32387706855792	"24H"	"1"	"3"	"2018"	"NO"	1
-0.612954642464138	-0.61576354679803	0.0725526294981264	-0.744377399890291	-0.658206429780034	-0.61576354679803	-0.572387344199425	-0.462585034013605	"24H"	"1"	"4"	"2017"	"NO"	1
-0.57548900496497	-0.579892280071813	0.10131824686732	-0.742120343839542	-0.642935377875137	-0.579892280071813	-0.51797603195739	-0.375661375661376	"24H"	"1"	"4"	"2018"	"NO"	1
-0.617020011493027	-0.621621621621621	0.0897340989649902	-0.763796163106528	-0.676727028839705	-0.621621621621621	-0.566137566137566	-0.42433234421365	"24H"	"1"	"5"	"2017"	"NO"	1
-0.522892430114468	-0.534591194968553	0.11949669278528	-0.702127659574468	-0.59371492704826	-0.534591194968553	-0.471264367816092	-0.272264631043257	"24H"	"1"	"5"	"2018"	"NO"	1
-0.646824104074676	-0.684981684981685	0.165252795792402	-0.782515991471215	-0.738609112709832	-0.684981684981685	-0.601779755283648	-0.330561330561331	"24H"	"10"	"1"	"2017"	"HI"	4
-0.58526291482583	-0.609756097560976	0.173972530108348	-0.777370590929913	-0.695760598503741	-0.609756097560976	-0.517857142857143	-0.245901639344262	"24H"	"10"	"1"	"2018"	"HI"	4
-0.609014255140857	-0.647597254004577	0.195103328587719	-0.777777777777778	-0.714285714285714	-0.647597254004577	-0.563682219419924	-0.208053691275168	"24H"	"10"	"2"	"2017"	"HI"	4
-0.597447548111442	-0.633064516129032	0.188856294926982	-0.778741865509761	-0.70481452249408	-0.633064516129032	-0.544401544401544	-0.21428000912826	"24H"	"10"	"2"	"2018"	"HI"	4
-0.643040301947212	-0.680801850424055	0.168402073161878	-0.784875528417097	-0.737686773657997	-0.680801850424055	-0.596244131455399	-0.317829457364341	"24H"	"10"	"3"	"2017"	"HI"	4
-0.571346772606767	-0.606862131969736	0.186940216649542	-0.763584366062917	-0.683501683501683	-0.606862131969736	-0.508196721311475	-0.192660550458716	"24H"	"10"	"3"	"2018"	"HI"	4
-0.606579797402039	-0.645933014354067	0.194217732828776	-0.781716417910448	-0.724354940213971	-0.645933014354067	-0.546134663341646	-0.209061090043467	"24H"	"10"	"4"	"2017"	"HI"	4
-0.513838896870371	-0.554559043348281	0.220809094818552	-0.756563245823389	-0.652892561983471	-0.554559043348281	-0.431261770244821	-0.0285714285714286	"24H"	"10"	"4"	"2018"	"HI"	4
