"GrazeTime"	"Plot"	"Sample"	"Block"	"Treatment"	"NPOC_t0Nmin_ppm"	"DON_t0Nmin_ppm"	"NPOC_t0Nmin_mgg"	"DON_t0Nmin_mgg"	"NPOC_mbc_ppm"	"DON_mbc_ppm"	"DOC_mbc_mgg"	"DON_mbc_mgg"	"chl_labile_C_mgg"	"chl_labile_N_mgg"	"mbc_mgg"	"mbn_mgg"	"NO3_ppm"	"NH4_ppm"	"NO3_mgkg"	"NH4_mgkg"	"minN_ppm"	"minN_mgkg"
"109"	"24H"	7	4	3	"LO"	22.97	1.999	118.6491169	10.32562406	60.94	5.659	268.3443415	24.91894698	149.6952246	14.59332291	332.6560547	27.02467206	0.11844	0.01730907	0.611789352	0.089408179	0.13574907	0.701197531
"110"	"24H"	7	5	3	"LO"	22.32	1.91	120.012335	10.26987275	66.89	6.059	311.2338769	28.19204754	191.221542	17.92217479	424.9367599	33.18921258	0.13378	0.01627107	0.719321244	0.087487863	0.15005107	0.806809107
"111"	"24H"	8	1	3	"NO"	30.2	2.283	151.8262762	11.4774632	55.51	5.264	241.9035757	22.93965812	90.07729943	11.46219492	200.1717765	21.22628689	0.10206	0.02353707	0.513092376	0.118329328	0.12559707	0.631421704
"112"	"24H"	8	2	3	"NO"	41.84	2.645	214.6563698	13.56993542	79.47	7.475	351.2021011	33.03429855	136.5457313	19.46436313	303.4349585	36.0451169	0.09842	0.02959207	0.504934988	0.151819463	0.12801207	0.656754451
"113"	"24H"	8	3	3	"NO"	27.68	2.083	135.6092379	10.20498708	56.04	5.593	240.6413611	24.01690101	105.0321233	13.81191393	233.4047183	25.57761839	0.1161	0.02595907	0.568794527	0.127178096	0.14205907	0.695972623
"114"	"24H"	8	4	3	"NO"	33.97	2.507	168.6827048	12.44885313	53.78	4.66	231.2484837	20.03752201	62.56577893	7.588668885	139.0350643	14.05309053	0.11922	0.02146107	0.592003299	0.106567893	0.14068107	0.698571192
"115"	"24H"	8	5	3	"NO"	32.62	1.773	175.8065752	9.555642482	49.04	4.555	229.5920705	21.32528306	53.78549534	11.76964058	119.523323	21.7956307	0.10102	0.02180707	0.544450651	0.117529929	0.12282707	0.66198058
"116"	"24H"	9	1	3	"HI"	38.76	3.146	196.0608879	15.91350757	86.17	9.77	373.0748374	42.29942162	177.0139495	26.38591405	393.3643322	48.8628038	0.12988	0.02267207	0.656975958	0.114682822	0.15255207	0.77165878
"117"	"24H"	9	2	3	"HI"	23.07	2.332	114.479615	11.5720183	47.35	5.536	204.6156683	23.92296389	90.13605335	12.35094559	200.3023408	22.87212145	0.14314	0.02249907	0.710299614	0.111646505	0.16563907	0.821946119
"118"	"24H"	9	3	3	"HI"	269.45	2.527	1365.715924	12.80818015	85.98	5.74	369.3155712	24.65540101	0	11.84722086	0	21.93929789	0.09816	0.03305207	0.497527093	0.167525472	0.13121207	0.665052565
"119"	"24H"	9	4	3	"HI"	61.65	3.668	319.7999577	19.0271897	82.14	6.582	362.1589206	29.02033133	42.35896291	9.993141633	94.13102868	18.50581784	0.09946	0.03357107	0.515933557	0.174144798	0.13303107	0.690078355
"120"	"24H"	9	5	3	"HI"	28.55	2.539	162.6440764	14.46421401	59	5.692	292.9319588	28.2604866	130.2878823	13.79627259	289.5286274	25.54865294	0.09764	0.03495507	0.556237045	0.199132577	0.13259507	0.755369622
"121"	"4WK"	1	1	1	"NO"	29.94	1.861	152.8901549	9.503292528	47.42	4.549	196.9843019	18.89670159	44.09414701	9.393409063	97.98699336	17.39520197	0.10648	0.02301807	0.543745614	0.117542962	0.12949807	0.661288576
"122"	"4WK"	1	2	1	"NO"	69.16	1.654	360.4914127	8.621353333	46.46	3.66	191.0936187	15.05386665	0	6.432513314	0	11.91206169	0.12572	0.01834707	0.655306252	0.095632753	0.14406707	0.750939005
"123"	"4WK"	1	3	1	"NO"	37.46	1.907	196.6892706	10.01298556	62.19	4.916	264.8584324	20.93655015	68.16916179	10.92356459	151.4870262	20.22882331	0.1005	0	0.527690115	0	0.1005	0.527690115
"124"	"4WK"	1	4	1	"NO"	54.35	1.437	278.2648012	7.357249666	82.86	5.766	351.2322648	24.44128939	72.96746356	17.08403972	162.149919	31.6371106	0.10154	0	0.519871351	0	0.10154	0.519871351
"125"	"4WK"	1	5	1	"NO"	37.7	2.17	221.01256	12.7214126	89.05	7.548	427.7107141	36.25334609	206.6981541	23.53193349	459.3292313	43.57765461	0.1161	0.01817407	0.680624886	0.106543707	0.13427407	0.787168593
"126"	"4WK"	10	1	4	"HI"	35.79	2.131	195.0149629	11.61153635	66.41	8.073	291.206727	35.39996849	96.19176406	23.78843213	213.7594757	44.0526521	0.10934	0.02128807	0.595779158	0.11599587	0.13062807	0.711775028
"127"	"4WK"	10	2	4	"HI"	24.33	2.026	138.5775024	11.53958158	62.13	8.495	287.7707525	39.34673333	149.19325	27.80715175	331.5405556	51.49472547	0.11636	0.02492107	0.662757015	0.141944087	0.14128107	0.804701102
"128"	"4WK"	10	3	4	"HI"	21.95	1.58	123.1313469	8.863213128	52.91	7.293	236.2503129	32.56423231	113.1189659	23.70101919	251.3754798	43.89077627	0.11012	0.01834707	0.617732297	0.102920248	0.12846707	0.720652545
"129"	"4WK"	10	4	4	"HI"	98.05	2.513	562.8892487	14.42672802	66.63	6.16	307.1430429	28.39563476	0	13.96890675	0	25.86834583	0.09842	0.02665107	0.565013359	0.152999498	0.12507107	0.718012857
"130"	"4WK"	10	5	4	"HI"	104.25	4.394	588.209535	24.79225608	109.11	9.49	507.8485924	44.17086556	0	19.37860948	0	35.88631385	0.09972	0.02405607	0.562649926	0.135731508	0.12377607	0.698381434
"131"	"4WK"	11	1	4	"LO"	34.3	2.297	204.0939863	13.6677518	50.2	6.496	239.4562458	30.98621061	35.36225949	17.31845882	78.58279887	32.07122003	0.11818	0.01679007	0.703201962	0.099905315	0.13497007	0.803107277
"132"	"4WK"	11	2	4	"LO"	31.57	1.336	174.935352	7.403029151	46.34	4.928	208.1782773	22.13859626	33.24292527	14.73556711	73.87316727	27.28808723	0.10466	0.01523307	0.579940891	0.084409327	0.11989307	0.664350218
"133"	"4WK"	11	3	4	"LO"	65.86	1.376	354.562629	7.407807129	44.81	5.605	194.8044246	24.36685561	0	16.95904848	0	31.40564534	0.0979	0.01800107	0.527052557	0.096910214	0.11590107	0.623962771
"134"	"4WK"	11	4	4	"LO"	45.65	1.879	252.2547247	10.38305866	64.51	6.372	284.7009876	28.12144928	32.44626289	17.73839062	72.10280641	32.84887152	0	0.02111507	0	0.116678558	0.02111507	0.116678558
"135"	"4WK"	11	5	4	"LO"	20	1.078	116.9130033	6.30161088	41.15	5.023	185.7048338	22.66817449	68.79183049	16.36656361	152.8707344	30.30845113	0.10622	0	0.620924961	0	0.10622	0.620924961
"136"	"4WK"	12	1	4	"NO"	30.64	1.892	174.0150209	10.74531395	55.77	7.205	252.5429836	32.62636179	78.52796277	21.88104784	174.5065839	40.52045896	0.09868	0.01955807	0.56043741	0.111076957	0.11823807	0.671514367
"137"	"4WK"	12	2	4	"NO"	27.47	1.438	153.2394347	8.021780381	56.7	7.247	248.2562907	31.73039399	95.01685606	23.70861361	211.148569	43.90484001	0.10544	0.01834707	0.588189516	0.102347821	0.12378707	0.690537337
"138"	"4WK"	12	3	4	"NO"	38.16	3.606	211.6156543	19.99701387	50.18	5.227	230.2798561	23.98710258	18.66420177	3.990088711	41.47600394	7.389053169	0.107	0.10363607	0.593366746	0.574712127	0.21063607	1.168078873
"139"	"4WK"	12	4	4	"NO"	20.82	1.046	110.7435711	5.563774032	44.22	5.241	190.6828259	22.59992516	79.93925484	17.03615113	177.6427885	31.54842802	0.1057	0.01506007	0.562228408	0.080105953	0.12076007	0.642334361
"140"	"4WK"	12	5	4	"NO"	26.18	1.142	144.1781427	6.289206988	43.38	5.047	188.5164459	21.93274556	44.33830324	15.64353858	98.52956275	28.96951588	0.11376	0	0.626497537	0	0.11376	0.626497537
"141"	"4WK"	2	1	1	"LO"	30.49	2.121	169.571866	11.79606191	79.05	7.33	349.6847442	32.4249105	180.1128782	20.62884858	400.2508404	38.20157145	0.12052	0.01644407	0.670278822	0.091454629	0.13696407	0.761733451
"142"	"4WK"	2	2	1	"LO"	28.94	1.554	156.7515384	8.417135129	72.54	4.668	307.0125031	19.75647042	150.2609648	11.3393353	333.913255	20.99876907	0.10492	0	0.568292032	0	0.10492	0.568292032
"143"	"4WK"	2	3	1	"LO"	26.51	1.891	138.7482826	9.897133251	88.03	6.91	354.4601799	27.82369468	215.7118972	17.92656143	479.3597716	33.19733599	0.11298	0.01627107	0.591315767	0.085159676	0.12925107	0.676475443
"144"	"4WK"	2	4	1	"LO"	19.5	1.388	101.8962613	7.252923626	60.02	4.682	251.1357849	19.59043227	149.2395236	12.33750864	331.6433857	22.84723823	0.09686	0.01419507	0.506137019	0.074175619	0.11105507	0.580312638
"145"	"4WK"	2	5	1	"LO"	24.86	1.471	132.5120465	7.840917958	67.44	5.478	287.0435137	23.31590107	154.5314672	15.47498311	343.4032604	28.65737613	0.0979	0	0.521839475	0	0.0979	0.521839475
"146"	"4WK"	3	1	1	"HI"	34.36	1.882	187.7853892	10.28556759	67.9	5.213	302.2471508	23.20492485	114.4617616	12.91935726	254.3594703	23.92473566	0.10024	0.01488707	0.547834907	0.081361299	0.11512707	0.629196206
"147"	"4WK"	3	2	1	"HI"	25.29	1.67	128.610016	8.492634507	66.19	4.876	280.0744851	20.63216784	151.4644691	12.13953333	336.5877092	22.48061728	0.10258	0.01367607	0.521661346	0.069548422	0.11625607	0.591209768
"148"	"4WK"	3	3	1	"HI"	29.09	1.994	155.0034711	10.6248512	80.9	6.546	332.2365959	26.88282765	177.2331248	16.25797645	393.8513884	30.10736379	0.10518	0.01696307	0.560442251	0.090386206	0.12214307	0.650828457
"149"	"4WK"	3	4	1	"HI"	64.01	1.501	330.5617864	7.751495725	82.23	5.902	341.5156855	24.5120464	10.95389908	16.76055068	24.34199795	31.03805681	0.11142	0.01609807	0.575397504	0.083133991	0.12751807	0.658531495
"150"	"4WK"	3	5	1	"HI"	32.39	1.694	169.6366265	8.872011279	100.81	8.067	412.9994888	33.04897209	243.3628623	24.17696081	540.8063606	44.77214964	0.11558	0	0.605328845	0	0.11558	0.605328845
"151"	"4WK"	4	1	2	"NO"	26.66	1.534	144.2516024	8.300148466	60.82	5.072	266.4362487	22.21908342	122.1846463	13.91893495	271.5214362	25.77580547	0.10154	0.01488707	0.549411392	0.080550777	0.11642707	0.629962169
"152"	"4WK"	4	2	2	"NO"	18.17	1.219	96.60173874	6.480876143	61.91	4.866	262.1298984	20.60287652	165.5281596	14.12200038	367.8403547	26.15185255	0.1044	0.01575207	0.555047965	0.08374669	0.12015207	0.638794655
"153"	"4WK"	4	3	2	"NO"	68.46	1.484	367.1283246	7.958200902	52.23	5.239	225.4152801	22.61058113	0	14.65238023	0	27.13403746	0.107	0	0.573805591	0	0.107	0.573805591
"154"	"4WK"	4	4	2	"NO"	17.95	1.301	98.61320467	7.147397174	51.85	5.34	219.5435207	22.61065382	120.930316	15.46325664	268.7340355	28.63566045	0	0.01661707	0	0.091290391	0.01661707	0.091290391
"155"	"4WK"	4	5	2	"NO"	53.55	1.805	283.9331853	9.570483651	62.6	4.821	272.0600429	20.95210011	0	11.38161646	0	21.07706752	0.10284	0	0.545278969	0	0.10284	0.545278969
"156"	"4WK"	5	1	2	"LO"	17.49	1.217	97.89420011	6.811734793	44.51	5.346	213.5120143	25.64446705	115.6178142	18.83273226	256.928476	34.87543011	0	0.01540607	0	0.086230126	0.01540607	0.086230126
"157"	"4WK"	5	2	2	"LO"	16.46	1	88.58591411	5.381890286	36.72	4.248	160.9506999	18.61978685	72.36478582	13.23789657	160.8106352	24.51462327	0	0	0	0	0	0
"158"	"4WK"	5	3	2	"LO"	27.74	1.312	150.3085348	7.109041012	41.67	4.938	181.3401409	21.48926364	31.03160612	14.38022263	68.95912472	26.63004191	0	0.01886607	0	0.102225355	0.01886607	0.102225355
"159"	"4WK"	5	4	2	"LO"	27.4	1.848	152.6807291	10.29759078	55.03	5.906	251.1001864	26.94889516	98.41945728	16.65130438	218.7099051	30.83574886	0.1135	0.02042307	0.632454845	0.113803256	0.13392307	0.746258101
"160"	"4WK"	5	5	2	"LO"	58.4	2.82	310.1963551	14.97865961	74.78	6.391	332.8798651	28.44925405	22.68350999	13.47059444	50.40779999	24.94554525	0	0.02232607	0	0.118586739	0.02232607	0.118586739
"161"	"4WK"	6	1	2	"HI"	17.96	1.388	101.0535971	7.809710068	54.43	6.181	246.8770365	28.03503514	145.8234394	20.22532507	324.0520875	37.45430568	0.09946	0	0.559620867	0	0.09946	0.559620867
"162"	"4WK"	6	2	2	"HI"	33.23	1.371	186.7823366	7.70624687	45.92	4.684	206.5264396	21.06641644	19.74410295	13.36016957	43.87578433	24.74105476	0	0.02163407	0	0.121602833	0.02163407	0.121602833
"163"	"4WK"	6	3	2	"HI"	20.97	1.501	116.0048445	8.303446427	52.11	6.328	233.2165676	28.32075302	117.2117231	20.01730659	260.4704958	37.06908628	0	0.01592507	0	0.088096579	0.01592507	0.088096579
"164"	"4WK"	6	4	2	"HI"	21.28	1.45	119.3478528	8.132255009	51.68	5.474	231.4542359	24.51587631	112.1063831	16.3836213	249.1252958	30.34003944	0	0.01609807	0	0.090285249	0.01609807	0.090285249
"165"	"4WK"	6	5	2	"HI"	35.49	1.683	191.9477019	9.102507248	59.41	5.882	252.9483273	25.04363004	61.00062539	15.9411228	135.5569453	29.52059777	0	0.01575207	0	0.085195087	0.01575207	0.085195087
"166"	"4WK"	7	1	3	"LO"	18.59	1.601	103.9686899	8.953946882	52.28	5.77	230.1062237	25.39619186	126.1375338	16.44224498	280.3056306	30.44860181	0.1291	0.01488707	0.722020326	0.083259234	0.14398707	0.80527956
"167"	"4WK"	7	2	3	"LO"	19.78	1.489	104.5393654	7.869520479	53.17	6.189	224.3142033	26.11022389	119.7748379	18.24070341	266.1663064	33.77908039	0.1525	0	0.805978424	0	0.1525	0.805978424
"168"	"4WK"	7	3	3	"LO"	17.37	1.419	92.73906458	7.576092841	49.13	6.025	208.9692308	25.62669683	116.2301662	18.05060399	258.2892582	33.42704443	0.14496	0	0.773946736	0	0.14496	0.773946736
"169"	"4WK"	7	4	3	"LO"	17.14	1.372	93.23155947	7.462876289	52.39	6.423	224.8058678	27.56113932	131.5743083	20.09826303	292.3873519	37.21900561	0.14574	0.01765507	0.792740226	0.096033239	0.16339507	0.888773465
"170"	"4WK"	7	5	3	"LO"	29.32	2.273	156.326929	12.11906923	63.1	7.938	273.7254531	34.43474876	117.398524	22.31567953	260.885609	41.32533247	0.12468	0	0.664762671	0	0.12468	0.664762671
"171"	"4WK"	8	1	3	"NO"	67.69	1.38	369.0303275	7.52344293	57.89	5.682	253.5019524	24.8816392	0	17.35819627	0	32.14480792	0	0	0	0	0	0
"172"	"4WK"	8	2	3	"NO"	119.65	1.593	646.2584121	8.604175934	81.85	7.34	347.4033262	31.15382302	0	22.54964708	0	41.75860571	0.10128	0.01800107	0.547037626	0.097228106	0.11928107	0.644265732
"173"	"4WK"	8	3	3	"NO"	22.05	1.752	121.5126822	9.654885222	54.07	6.237	237.1044552	27.35011072	115.591773	17.6952255	256.8706067	32.76893611	0.13456	0.01557907	0.741530454	0.085852815	0.15013907	0.827383269
"174"	"4WK"	8	4	3	"NO"	9.15	1.089	48.75630095	5.802799097	57.79	5.72	243.5724819	24.10857582	194.8161809	18.30577672	432.9248465	33.89958652	0.19592	0	1.043970982	0	0.19592	1.043970982
"175"	"4WK"	8	5	3	"NO"	12.14	1.094	73.75431382	6.646393684	41.97	5.251	213.8549778	26.75607549	140.1006639	20.1096818	311.3348087	37.24015149	0.15406	0	0.935962898	0	0.15406	0.935962898
"176"	"4WK"	9	1	3	"HI"	35.91	2.851	211.0380145	16.75492563	66.33	8.62	306.5262328	39.83500869	95.48821826	23.08008306	212.1960406	42.74089456	0.14548	0.02059607	0.854965479	0.121040204	0.16607607	0.976005683
"177"	"4WK"	9	2	3	"HI"	22.98	1.694	124.2849181	9.161821206	51.03	6.185	221.1578695	26.80504454	96.87295138	17.64322333	215.2732253	32.6726358	0.14002	0.01730907	0.757283474	0.093614288	0.15732907	0.850897762
"178"	"4WK"	9	3	3	"HI"	16.64	1.377	87.05784568	7.204246004	43.89	5.686	182.7056577	23.66972818	95.64781201	16.46548217	212.5506933	30.49163365	0.14184	0.01471407	0.742084425	0.076981685	0.15655407	0.81906611
"179"	"4WK"	9	4	3	"HI"	18.64	1.378	98.95388586	7.315367742	43.31	6.661	180.4972699	27.76015504	81.54338406	20.4447873	181.2075201	37.86071722	0.13482	0.01852007	0.715716893	0.098317215	0.15334007	0.814034108
"180"	"4WK"	9	5	3	"HI"	21.3	1.35	114.6305305	7.265315315	45.69	5.597	196.2762789	24.04373677	81.64574841	16.77842146	181.4349965	31.07115085	0.1356	0	0.729760561	0	0.1356	0.729760561
"181"	"PRE"	1	1	1	"NO"	77.37	3.456	401.7875184	17.94723618	47.44	2.847	389.653431	23.38413402	0	5.43689784	0	10.06832933	0	0.04498907	0	0.233631211	0.04498907	0.233631211
"182"	"PRE"	1	2	1	"NO"	49.13	3.057	257.0973994	15.99728781	75.14	6.956	326.0120167	30.18019148	68.91461724	14.18290367	153.1435939	26.26463643	0.09816	0.04654607	0.513671499	0.243575688	0.14470607	0.757247187
"183"	"PRE"	1	3	1	"NO"	60.33	2.736	297.4962446	13.49162482	69.04	5.163	286.9633252	21.4599022	0	7.968277382	0	14.75606923	0.09842	0.03651207	0.485323726	0.180046473	0.13493207	0.665370199
"184"	"PRE"	1	4	1	"NO"	60.11	2.764	312.3728778	14.36364389	84.28	6.589	339.1875847	26.51764351	26.81470681	12.15399962	59.58823735	22.5074067	0.0979	0.04360507	0.508755694	0.226601917	0.14150507	0.735357611
"185"	"PRE"	1	5	1	"NO"	60.23	3.151	308.198564	16.12375353	64.22	4.266	260.8757224	17.32942746	0	1.20567393	0	2.2327295	0.09842	0.04481607	0.503617843	0.229325061	0.14323607	0.732942904
"186"	"PRE"	10	1	4	"HI"	47.46	2.504	245.7393908	12.96526411	89.69	6.861	369.2024572	28.24281479	123.4630664	15.27755069	274.3623698	28.29176053	0.09868	0.04550807	0.510947389	0.235632646	0.14418807	0.746580035
"187"	"PRE"	10	2	4	"HI"	58.48	3.679	313.8149539	19.74222325	78.68	6.94	347.1980086	30.62473538	33.38305469	10.88251213	74.18456597	20.15280025	0.09894	0.04654607	0.530931114	0.249775185	0.14548607	0.780706299
"188"	"PRE"	10	3	4	"HI"	74.2	3.738	387.3197356	19.51214517	89.57	5.956	356.5465861	23.70873581	0	4.19659064	0	7.771464149	0.10414	0.04360507	0.543604815	0.227615959	0.14774507	0.771220774
"189"	"PRE"	10	4	4	"HI"	89.9	3.764	471.4289915	19.73813931	98.01	5.712	414.7725057	24.17284514	0	4.434705834	0	8.212418211	0.09686	0.02422907	0.50792672	0.127055462	0.12108907	0.634982182
"190"	"PRE"	10	5	4	"HI"	91.28	4.168	478.0944246	21.83060431	108.01	7.613	432.8845005	30.51152395	0	8.680919641	0	16.07577711	0.0979	0.03547407	0.512767793	0.185801436	0.13337407	0.698569229
"191"	"PRE"	11	1	4	"LO"	63.79	3.656	327.5140995	18.77083474	78.14	7.011	333.5199402	29.92460073	6.005840687	11.15376599	13.34631264	20.65512221	0.09842	0.04308607	0.505313336	0.221214852	0.14150607	0.726528188
"192"	"PRE"	11	2	4	"LO"	62.75	3.11	326.0180008	16.15802362	83.75	6.023	357.5107763	25.7108944	31.49277551	9.552870771	69.98394557	17.69050143	0	0.04014507	0	0.208573952	0.04014507	0.208573952
"193"	"PRE"	11	3	4	"LO"	56.74	3.406	300.72576	18.05202571	87.09	6.702	376.4655584	28.97085971	75.73979833	10.918834	168.310663	20.22006297	0	0.04152907	0	0.220106823	0.04152907	0.220106823
"194"	"PRE"	11	4	4	"LO"	42.03	2.372	222.7157193	12.56915741	55.7	4.961	230.3463997	20.51613086	7.630680445	7.946973447	16.95706765	14.71661749	0	0.03391707	0	0.179725545	0.03391707	0.179725545
"195"	"PRE"	11	5	4	"LO"	39.29	2.362	205.2855092	12.341165	56.32	4.716	235.1813673	19.69309886	29.89585803	7.351933865	66.43524007	13.61469234	0.09842	0.03582007	0.514232625	0.187155544	0.13424007	0.701388169
"196"	"PRE"	12	1	4	"NO"	54.94	3.279	282.6311131	16.86835493	72.82	5.851	310.5656492	24.95357887	27.93453609	8.085223941	62.07674686	14.97263693	0.09816	0.03651207	0.504970332	0.187831216	0.13467207	0.692801548
"197"	"PRE"	12	2	4	"NO"	43.12	2.482	232.8417507	13.40244029	60.58	5.591	254.9674359	23.53124685	22.1256852	10.12880656	49.16818933	18.75704919	0.09738	0.03512807	0.525837887	0.189686487	0.13250807	0.715524374
"198"	"PRE"	12	3	4	"NO"	53.39	2.923	282.9589155	15.49145739	71.83	6.279	287.5681288	25.13769011	4.60921329	9.646232722	10.2426962	17.86339393	0.09738	0.04948707	0.516099254	0.262273978	0.14686707	0.778373232
"199"	"PRE"	12	4	4	"NO"	77.74	3.972	408.3175744	20.86232835	96.19	8.218	410.5190969	35.07273042	2.201522511	14.21040207	4.892272246	26.31555939	0	0.04014507	0	0.210855899	0.04014507	0.210855899
"200"	"PRE"	12	5	4	"NO"	46.47	3.537	243.4146313	18.52716916	83.14	8.768	339.8339401	35.83911459	96.41930885	17.31194543	214.2651308	32.05915821	0.1005	0.05900207	0.526429319	0.309058901	0.15950207	0.83548822
"201"	"PRE"	2	1	1	"LO"	30.32	1.998	160.5458041	10.57950253	63.88	5.611	278.102397	24.42756026	117.5565929	13.84805774	261.2368731	25.64455136	0.09998	0.03876107	0.52939873	0.205241661	0.13874107	0.734640391
"202"	"PRE"	2	2	1	"LO"	47.52	2.788	252.1565471	14.79403311	92.97	8.988	382.7748436	37.00527368	130.6182965	22.21124057	290.2628811	41.13192698	0.0992	0.05502307	0.526387405	0.291970272	0.15422307	0.818357677
"203"	"PRE"	2	3	1	"LO"	46.98	2.722	234.8047376	13.60448054	79.38	6.003	316.5738611	23.94044959	81.76912347	10.33596905	181.7091633	19.14068342	0	0.05017907	0	0.250793601	0.05017907	0.250793601
"204"	"PRE"	2	4	1	"LO"	39.92	2.205	203.8729822	11.26102018	84.26	6.29	345.9696788	25.82659957	142.0966966	14.56557938	315.7704368	26.97329515	0.09842	0.04983307	0.502634742	0.254499414	0.14825307	0.757134156
"205"	"PRE"	2	5	1	"LO"	49.6	2.771	254.4538084	14.2155545	69.66	6.051	299.7433846	26.03714069	45.28957617	11.82158619	100.6435026	21.89182627	0.09686	0.04222107	0.496903143	0.216599033	0.13908107	0.713502176
"206"	"PRE"	3	1	1	"HI"	44.91	3.426	233.2387746	17.79283103	74.19	8.021	307.0863607	33.20042727	73.8475861	15.40759623	164.1057469	28.53258562	0.11038	0.05519607	0.573255309	0.286659179	0.16557607	0.859914488
"207"	"PRE"	3	2	1	"HI"	48.52	2.417	246.7415246	12.29130802	80.63	7.54	312.2320336	29.19793542	65.49050899	16.90662741	145.5344644	31.30856927	0.09738	0.04896807	0.495212071	0.249020121	0.14634807	0.744232192
"208"	"PRE"	3	3	1	"HI"	45.88	3.176	245.1036752	16.9670722	76.2	8.354	338.4132071	37.10110147	93.30953193	20.13402928	207.3545154	37.2852394	0.10466	0.05831007	0.559122726	0.311508554	0.16297007	0.87063128
"209"	"PRE"	3	4	1	"HI"	54.56	3.57	279.8845472	18.31356	78.08	7.469	319.6786865	30.57991944	39.79413929	12.26635944	88.43142065	22.71548044	0.09972	0.05692607	0.511548516	0.292022128	0.15664607	0.803570644
"210"	"PRE"	3	5	1	"HI"	82.68	3.21	456.1763853	17.71076677	109.61	7.4	491.1526423	33.15874056	34.97625699	15.44797379	77.72501553	28.60735887	0	0.03339807	0	0.184269604	0.03339807	0.184269604
"211"	"PRE"	4	1	2	"NO"	72.07	2.906	383.647007	15.4693798	62.85	6.126	278.2098542	27.11716097	0	11.64778117	0	21.56996512	0	0.04308607	0	0.229358149	0.04308607	0.229358149
"212"	"PRE"	4	2	2	"NO"	50.27	2.251	270.8653431	12.12886189	63.22	5.154	272.1380316	22.18600783	1.272688527	10.05714594	2.828196726	18.62434433	0	0.04083707	0	0.22003873	0.04083707	0.22003873
"213"	"PRE"	4	3	2	"NO"	48.14	2.822	252.8366595	14.82145935	74.11	7.219	295.2910584	28.76408245	42.45439884	13.9426231	94.34310853	25.8196724	0.10154	0.05398507	0.533299427	0.28353562	0.15552507	0.816835047
"214"	"PRE"	4	4	2	"NO"	47.63	2.523	257.0064906	13.61384371	62.26	5.736	271.0553773	24.97227183	14.04888669	11.35842812	31.2197482	21.03412615	0	0.04931407	0	0.266093556	0.04931407	0.266093556
"215"	"PRE"	4	5	2	"NO"	65.11	2.219	348.6541863	11.88240884	92.29	6.5	407.0110206	28.66585366	58.35683429	16.78344482	129.681854	31.08045337	0.0992	0.03703107	0.531200972	0.19829577	0.13623107	0.729496742
"216"	"PRE"	5	1	2	"LO"	60.22	3.612	319.8613706	19.18530838	104.51	7.483	452.4122206	32.39307862	132.5508501	13.20777025	294.5574446	24.45883379	0.09764	0.05035207	0.518619466	0.267447395	0.14799207	0.786066861
"217"	"PRE"	5	2	2	"LO"	57.6	2.477	297.4018563	12.78931247	129.81	8.962	557.8043161	38.51045591	260.4024599	25.72114344	578.672133	47.63174711	0.09868	0.04827607	0.509507208	0.249260292	0.14695607	0.7587675
"218"	"PRE"	5	3	2	"LO"	46.53	3.414	243.0043488	17.82971947	124.71	11.34	530.7095999	48.25793331	287.7052511	30.42821384	639.3450025	56.34854415	0.0979	0.09429407	0.511285746	0.492453666	0.19219407	1.003739412
"219"	"PRE"	5	4	2	"LO"	80.57	3.371	432.6726327	18.10276089	136.11	9.92	555.1786874	40.46265946	122.5060548	22.35989857	272.2356773	41.40721958	0.09686	0.04931407	0.520152305	0.264823737	0.14617407	0.784976042
"220"	"PRE"	5	5	2	"LO"	32.79	1.739	167.6876295	8.893223168	88.33	7.398	369.1964223	30.92171552	201.5087928	22.02849235	447.7973173	40.79350436	0.1018	0.03703107	0.520603863	0.189376406	0.13883107	0.709980269
"221"	"PRE"	6	1	2	"HI"	59.63	2.452	310.6846451	12.77542763	130.81	8.875	553.0049762	37.5194493	242.3203311	24.74402167	538.4896247	45.82226235	0	0.04291307	0	0.223585979	0.04291307	0.223585979
"222"	"PRE"	6	2	2	"HI"	39.38	1.513	201.1324325	7.727612249	83.72	6.504	336.7836514	26.16388997	135.6512189	18.43627772	301.4471531	34.14125505	0.09816	0.03703107	0.501349913	0.189135327	0.13519107	0.69048524
"223"	"PRE"	6	3	2	"HI"	43.21	1.98	221.3543164	10.14305824	87.38	6.803	360.8162362	28.09147236	139.4619198	17.94841412	309.9153774	33.23780393	0.10128	0.04550807	0.518832797	0.23312677	0.14678807	0.751959567
"224"	"PRE"	6	4	2	"HI"	65.92	2.51	347.1357722	13.21770006	115.01	7.507	498.4507796	32.53517088	151.3150075	19.31747082	336.2555722	35.7730941	0	0.03772307	0	0.198650289	0.03772307	0.198650289
"225"	"PRE"	6	5	2	"HI"	62.19	2.978	340.7696803	16.31793066	150.81	12.15	627.8856037	50.58557181	287.1159234	34.26764115	638.0353853	63.45859472	0.09764	0.04689207	0.535017713	0.256944777	0.14453207	0.79196249
"226"	"PRE"	7	1	3	"LO"	45.48	2.26	245.3020791	12.1895932	115.21	9.37	475.7738707	38.69456791	230.4717916	26.50497471	512.159537	49.0832865	0.10284	0.05052507	0.554680427	0.272513296	0.15336507	0.827193723
