"Plot"	"Block"	"Treatment"	"GrazeTime"	"Sample"	"Substrate"	"Enzyme_nm_g_hr"
"856"	5	2	"LO"	"4WK"	2	"CBH"	50.59947132
"857"	5	2	"LO"	"PRE"	2	"LAP"	459.5035909
"858"	5	2	"LO"	"24H"	2	"LAP"	454.5049044
"859"	5	2	"LO"	"1WK"	2	"LAP"	598.9429055
"860"	5	2	"LO"	"4WK"	2	"LAP"	403.3707022
"861"	5	2	"LO"	"PRE"	2	"NAG"	105.0924851
"862"	5	2	"LO"	"24H"	2	"NAG"	36.91152312
"863"	5	2	"LO"	"1WK"	2	"NAG"	39.89823385
"864"	5	2	"LO"	"4WK"	2	"NAG"	31.50351676
"865"	5	2	"LO"	"PRE"	2	"PER1"	6.488143544
"866"	5	2	"LO"	"24H"	2	"PER1"	9.198410437
"867"	5	2	"LO"	"1WK"	2	"PER1"	2.395868514
"868"	5	2	"LO"	"4WK"	2	"PER1"	2.376873188
"869"	5	2	"LO"	"PRE"	2	"PEROX"	7.173889346
"870"	5	2	"LO"	"24H"	2	"PEROX"	13.27517624
"871"	5	2	"LO"	"1WK"	2	"PEROX"	5.789277153
"872"	5	2	"LO"	"4WK"	2	"PEROX"	6.1714676
"873"	5	2	"LO"	"PRE"	2	"PHENOX"	0.685745802
"874"	5	2	"LO"	"24H"	2	"PHENOX"	4.076765803
"875"	5	2	"LO"	"1WK"	2	"PHENOX"	3.393408639
"876"	5	2	"LO"	"4WK"	2	"PHENOX"	3.794594412
"877"	5	2	"LO"	"PRE"	2	"PHOS"	0
"878"	5	2	"LO"	"24H"	2	"PHOS"	0
"879"	5	2	"LO"	"1WK"	2	"PHOS"	9.695446375
"880"	5	2	"LO"	"4WK"	2	"PHOS"	0
"881"	5	2	"LO"	"PRE"	3	"AG"	75.1454661
"882"	5	2	"LO"	"24H"	3	"AG"	0
"883"	5	2	"LO"	"1WK"	3	"AG"	45.33147142
"884"	5	2	"LO"	"4WK"	3	"AG"	15.60121621
"885"	5	2	"LO"	"PRE"	3	"BG"	537.2448696
"886"	5	2	"LO"	"24H"	3	"BG"	228.4344766
"887"	5	2	"LO"	"1WK"	3	"BG"	370.9009088
"888"	5	2	"LO"	"4WK"	3	"BG"	373.4218972
"889"	5	2	"LO"	"PRE"	3	"BX"	139.3361948
"890"	5	2	"LO"	"24H"	3	"BX"	30.51788718
"891"	5	2	"LO"	"1WK"	3	"BX"	76.13692366
"892"	5	2	"LO"	"4WK"	3	"BX"	69.33401553
"893"	5	2	"LO"	"PRE"	3	"CBH"	59.03658407
"894"	5	2	"LO"	"24H"	3	"CBH"	15.16775102
"895"	5	2	"LO"	"1WK"	3	"CBH"	38.90414334
"896"	5	2	"LO"	"4WK"	3	"CBH"	50.00528509
"897"	5	2	"LO"	"PRE"	3	"LAP"	581.4471989
"898"	5	2	"LO"	"24H"	3	"LAP"	442.7197199
"899"	5	2	"LO"	"1WK"	3	"LAP"	684.6964756
"900"	5	2	"LO"	"4WK"	3	"LAP"	404.1780944
"901"	5	2	"LO"	"PRE"	3	"NAG"	90.57111629
"902"	5	2	"LO"	"24H"	3	"NAG"	22.65293435
"903"	5	2	"LO"	"1WK"	3	"NAG"	40.71443626
"904"	5	2	"LO"	"4WK"	3	"NAG"	27.9882164
"905"	5	2	"LO"	"PRE"	3	"PER1"	1.710816844
"906"	5	2	"LO"	"24H"	3	"PER1"	7.224470121
"907"	5	2	"LO"	"1WK"	3	"PER1"	1.189692412
"908"	5	2	"LO"	"4WK"	3	"PER1"	0.911918471
"909"	5	2	"LO"	"PRE"	3	"PEROX"	4.757708615
"910"	5	2	"LO"	"24H"	3	"PEROX"	10.27060224
"911"	5	2	"LO"	"1WK"	3	"PEROX"	2.026558242
"912"	5	2	"LO"	"4WK"	3	"PEROX"	5.281730155
"913"	5	2	"LO"	"PRE"	3	"PHENOX"	3.046891771
"914"	5	2	"LO"	"24H"	3	"PHENOX"	3.046132123
"915"	5	2	"LO"	"1WK"	3	"PHENOX"	0.83686583
"916"	5	2	"LO"	"4WK"	3	"PHENOX"	4.369811684
"917"	5	2	"LO"	"PRE"	3	"PHOS"	0
"918"	5	2	"LO"	"24H"	3	"PHOS"	0
"919"	5	2	"LO"	"1WK"	3	"PHOS"	0
"920"	5	2	"LO"	"4WK"	3	"PHOS"	0
"921"	5	2	"LO"	"PRE"	4	"AG"	34.19465193
"922"	5	2	"LO"	"24H"	4	"AG"	7.183275888
"923"	5	2	"LO"	"1WK"	4	"AG"	18.72626115
"924"	5	2	"LO"	"4WK"	4	"AG"	12.47904363
"925"	5	2	"LO"	"PRE"	4	"BG"	501.9989125
"926"	5	2	"LO"	"24H"	4	"BG"	353.0019567
"927"	5	2	"LO"	"1WK"	4	"BG"	409.2276089
"928"	5	2	"LO"	"4WK"	4	"BG"	351.3767486
"929"	5	2	"LO"	"PRE"	4	"BX"	79.40315162
"930"	5	2	"LO"	"24H"	4	"BX"	32.6398491
"931"	5	2	"LO"	"1WK"	4	"BX"	37.95261868
"932"	5	2	"LO"	"4WK"	4	"BX"	46.97154535
"933"	5	2	"LO"	"PRE"	4	"CBH"	62.11035691
"934"	5	2	"LO"	"24H"	4	"CBH"	20.34377066
"935"	5	2	"LO"	"1WK"	4	"CBH"	25.49707584
"936"	5	2	"LO"	"4WK"	4	"CBH"	41.35002932
"937"	5	2	"LO"	"PRE"	4	"LAP"	639.0928842
"938"	5	2	"LO"	"24H"	4	"LAP"	478.425534
"939"	5	2	"LO"	"1WK"	4	"LAP"	517.2544398
"940"	5	2	"LO"	"4WK"	4	"LAP"	606.8457044
"941"	5	2	"LO"	"PRE"	4	"NAG"	64.44752209
"942"	5	2	"LO"	"24H"	4	"NAG"	22.1726719
"943"	5	2	"LO"	"1WK"	4	"NAG"	14.31485997
"944"	5	2	"LO"	"4WK"	4	"NAG"	18.20404482
"945"	5	2	"LO"	"PRE"	4	"PER1"	0
"946"	5	2	"LO"	"24H"	4	"PER1"	0
"947"	5	2	"LO"	"1WK"	4	"PER1"	0
"948"	5	2	"LO"	"4WK"	4	"PER1"	2.303584734
"949"	5	2	"LO"	"PRE"	4	"PEROX"	0
"950"	5	2	"LO"	"24H"	4	"PEROX"	1.327542867
"951"	5	2	"LO"	"1WK"	4	"PEROX"	5.796223961
"952"	5	2	"LO"	"4WK"	4	"PEROX"	3.448278634
"953"	5	2	"LO"	"PRE"	4	"PHENOX"	1.805071244
"954"	5	2	"LO"	"24H"	4	"PHENOX"	8.626179214
"955"	5	2	"LO"	"1WK"	4	"PHENOX"	6.384922517
"956"	5	2	"LO"	"4WK"	4	"PHENOX"	1.1446939
"957"	5	2	"LO"	"PRE"	4	"PHOS"	0
"958"	5	2	"LO"	"24H"	4	"PHOS"	0
"959"	5	2	"LO"	"1WK"	4	"PHOS"	0
"960"	5	2	"LO"	"4WK"	4	"PHOS"	0
"961"	5	2	"LO"	"PRE"	5	"AG"	35.03351447
"962"	5	2	"LO"	"24H"	5	"AG"	37.91754052
"963"	5	2	"LO"	"1WK"	5	"AG"	37.20849755
"964"	5	2	"LO"	"4WK"	5	"AG"	28.31247617
"965"	5	2	"LO"	"PRE"	5	"BG"	435.3758306
"966"	5	2	"LO"	"24H"	5	"BG"	491.9610942
"967"	5	2	"LO"	"1WK"	5	"BG"	344.253186
"968"	5	2	"LO"	"4WK"	5	"BG"	664.4233243
"969"	5	2	"LO"	"PRE"	5	"BX"	77.96107048
"970"	5	2	"LO"	"24H"	5	"BX"	93.81151076
"971"	5	2	"LO"	"1WK"	5	"BX"	61.68253194
"972"	5	2	"LO"	"4WK"	5	"BX"	120.2110937
"973"	5	2	"LO"	"PRE"	5	"CBH"	44.25379016
"974"	5	2	"LO"	"24H"	5	"CBH"	53.27702362
"975"	5	2	"LO"	"1WK"	5	"CBH"	39.0801473
"976"	5	2	"LO"	"4WK"	5	"CBH"	74.64638405
"977"	5	2	"LO"	"PRE"	5	"LAP"	355.0473513
"978"	5	2	"LO"	"24H"	5	"LAP"	732.4891742
"979"	5	2	"LO"	"1WK"	5	"LAP"	377.9182428
"980"	5	2	"LO"	"4WK"	5	"LAP"	580.9632504
"981"	5	2	"LO"	"PRE"	5	"NAG"	48.55474968
"982"	5	2	"LO"	"24H"	5	"NAG"	53.21772399
"983"	5	2	"LO"	"1WK"	5	"NAG"	28.88356841
"984"	5	2	"LO"	"4WK"	5	"NAG"	53.74323812
"985"	5	2	"LO"	"PRE"	5	"PER1"	6.671852441
"986"	5	2	"LO"	"24H"	5	"PER1"	5.786776492
"987"	5	2	"LO"	"1WK"	5	"PER1"	0
"988"	5	2	"LO"	"4WK"	5	"PER1"	0
"989"	5	2	"LO"	"PRE"	5	"PEROX"	6.434100771
"990"	5	2	"LO"	"24H"	5	"PEROX"	9.051020208
"991"	5	2	"LO"	"1WK"	5	"PEROX"	0
"992"	5	2	"LO"	"4WK"	5	"PEROX"	5.992113838
"993"	5	2	"LO"	"PRE"	5	"PHENOX"	0
"994"	5	2	"LO"	"24H"	5	"PHENOX"	3.264243716
"995"	5	2	"LO"	"1WK"	5	"PHENOX"	0
"996"	5	2	"LO"	"4WK"	5	"PHENOX"	8.58341845
"997"	5	2	"LO"	"PRE"	5	"PHOS"	0
"998"	5	2	"LO"	"24H"	5	"PHOS"	0
"999"	5	2	"LO"	"1WK"	5	"PHOS"	0
"1000"	5	2	"LO"	"4WK"	5	"PHOS"	0
"1001"	6	2	"HI"	"PRE"	1	"AG"	25.61939487
"1002"	6	2	"HI"	"24H"	1	"AG"	36.87968834
"1003"	6	2	"HI"	"1WK"	1	"AG"	23.84322019
"1004"	6	2	"HI"	"4WK"	1	"AG"	37.29019424
"1005"	6	2	"HI"	"PRE"	1	"BG"	482.0380272
"1006"	6	2	"HI"	"24H"	1	"BG"	333.4559065
"1007"	6	2	"HI"	"1WK"	1	"BG"	397.0832745
"1008"	6	2	"HI"	"4WK"	1	"BG"	449.3368479
"1009"	6	2	"HI"	"PRE"	1	"BX"	100.8358522
"1010"	6	2	"HI"	"24H"	1	"BX"	57.74345808
"1011"	6	2	"HI"	"1WK"	1	"BX"	35.9846273
"1012"	6	2	"HI"	"4WK"	1	"BX"	83.27852166
"1013"	6	2	"HI"	"PRE"	1	"CBH"	51.14003735
"1014"	6	2	"HI"	"24H"	1	"CBH"	130.7350018
"1015"	6	2	"HI"	"1WK"	1	"CBH"	57.45804588
"1016"	6	2	"HI"	"4WK"	1	"CBH"	64.17836071
"1017"	6	2	"HI"	"PRE"	1	"LAP"	687.4656133
"1018"	6	2	"HI"	"24H"	1	"LAP"	128.8951264
"1019"	6	2	"HI"	"1WK"	1	"LAP"	477.9793773
"1020"	6	2	"HI"	"4WK"	1	"LAP"	385.7525632
"1021"	6	2	"HI"	"PRE"	1	"NAG"	86.45523223
"1022"	6	2	"HI"	"24H"	1	"NAG"	139.4211523
"1023"	6	2	"HI"	"1WK"	1	"NAG"	50.62882744
"1024"	6	2	"HI"	"4WK"	1	"NAG"	57.09635972
"1025"	6	2	"HI"	"PRE"	1	"PER1"	17.57640507
"1026"	6	2	"HI"	"24H"	1	"PER1"	0
"1027"	6	2	"HI"	"1WK"	1	"PER1"	0
"1028"	6	2	"HI"	"4WK"	1	"PER1"	4.09342685
"1029"	6	2	"HI"	"PRE"	1	"PEROX"	8.804730101
"1030"	6	2	"HI"	"24H"	1	"PEROX"	0
"1031"	6	2	"HI"	"1WK"	1	"PEROX"	0.895487778
"1032"	6	2	"HI"	"4WK"	1	"PEROX"	2.807101684
"1033"	6	2	"HI"	"PRE"	1	"PHENOX"	0
"1034"	6	2	"HI"	"24H"	1	"PHENOX"	3.118775947
"1035"	6	2	"HI"	"1WK"	1	"PHENOX"	1.586012654
"1036"	6	2	"HI"	"4WK"	1	"PHENOX"	0
"1037"	6	2	"HI"	"PRE"	1	"PHOS"	23.32575797
"1038"	6	2	"HI"	"24H"	1	"PHOS"	183.8215803
"1039"	6	2	"HI"	"1WK"	1	"PHOS"	11.17851466
"1040"	6	2	"HI"	"4WK"	1	"PHOS"	0
"1041"	6	2	"HI"	"PRE"	2	"AG"	38.30917838
"1042"	6	2	"HI"	"24H"	2	"AG"	19.56212667
"1043"	6	2	"HI"	"1WK"	2	"AG"	46.68179426
"1044"	6	2	"HI"	"4WK"	2	"AG"	18.97166603
"1045"	6	2	"HI"	"PRE"	2	"BG"	427.7832149
"1046"	6	2	"HI"	"24H"	2	"BG"	386.8136947
"1047"	6	2	"HI"	"1WK"	2	"BG"	493.9638199
"1048"	6	2	"HI"	"4WK"	2	"BG"	203.4394069
"1049"	6	2	"HI"	"PRE"	2	"BX"	93.78789806
"1050"	6	2	"HI"	"24H"	2	"BX"	64.13704051
"1051"	6	2	"HI"	"1WK"	2	"BX"	77.22255408
"1052"	6	2	"HI"	"4WK"	2	"BX"	36.83299408
"1053"	6	2	"HI"	"PRE"	2	"CBH"	43.76650933
"1054"	6	2	"HI"	"24H"	2	"CBH"	34.64015342
"1055"	6	2	"HI"	"1WK"	2	"CBH"	107.1575182
"1056"	6	2	"HI"	"4WK"	2	"CBH"	23.05095713
"1057"	6	2	"HI"	"PRE"	2	"LAP"	322.305269
"1058"	6	2	"HI"	"24H"	2	"LAP"	333.0122032
"1059"	6	2	"HI"	"1WK"	2	"LAP"	476.6778337
"1060"	6	2	"HI"	"4WK"	2	"LAP"	102.5936176
"1061"	6	2	"HI"	"PRE"	2	"NAG"	77.45505608
"1062"	6	2	"HI"	"24H"	2	"NAG"	38.83846831
"1063"	6	2	"HI"	"1WK"	2	"NAG"	39.42674316
"1064"	6	2	"HI"	"4WK"	2	"NAG"	27.89225778
"1065"	6	2	"HI"	"PRE"	2	"PER1"	7.617784307
"1066"	6	2	"HI"	"24H"	2	"PER1"	0.174728346
"1067"	6	2	"HI"	"1WK"	2	"PER1"	0
"1068"	6	2	"HI"	"4WK"	2	"PER1"	1.993879802
"1069"	6	2	"HI"	"PRE"	2	"PEROX"	9.12881391
"1070"	6	2	"HI"	"24H"	2	"PEROX"	4.149798228
"1071"	6	2	"HI"	"1WK"	2	"PEROX"	3.948755826
"1072"	6	2	"HI"	"4WK"	2	"PEROX"	3.247392963
"1073"	6	2	"HI"	"PRE"	2	"PHENOX"	1.511029603
"1074"	6	2	"HI"	"24H"	2	"PHENOX"	3.975069882
"1075"	6	2	"HI"	"1WK"	2	"PHENOX"	6.634262588
"1076"	6	2	"HI"	"4WK"	2	"PHENOX"	1.253513161
"1077"	6	2	"HI"	"PRE"	2	"PHOS"	0
"1078"	6	2	"HI"	"24H"	2	"PHOS"	0
"1079"	6	2	"HI"	"1WK"	2	"PHOS"	0
"1080"	6	2	"HI"	"4WK"	2	"PHOS"	0
"1081"	6	2	"HI"	"PRE"	3	"AG"	42.27025308
"1082"	6	2	"HI"	"24H"	3	"AG"	21.55004439
"1083"	6	2	"HI"	"1WK"	3	"AG"	65.29384226
"1084"	6	2	"HI"	"4WK"	3	"AG"	30.45525262
"1085"	6	2	"HI"	"PRE"	3	"BG"	431.5278406
"1086"	6	2	"HI"	"24H"	3	"BG"	363.0947447
"1087"	6	2	"HI"	"1WK"	3	"BG"	660.5476814
"1088"	6	2	"HI"	"4WK"	3	"BG"	554.142436
"1089"	6	2	"HI"	"PRE"	3	"BX"	85.93034208
"1090"	6	2	"HI"	"24H"	3	"BX"	44.6846436
"1091"	6	2	"HI"	"1WK"	3	"BX"	111.4330721
"1092"	6	2	"HI"	"4WK"	3	"BX"	81.90890085
"1093"	6	2	"HI"	"PRE"	3	"CBH"	46.45358134
"1094"	6	2	"HI"	"24H"	3	"CBH"	29.89055609
"1095"	6	2	"HI"	"1WK"	3	"CBH"	88.19503938
"1096"	6	2	"HI"	"4WK"	3	"CBH"	51.78223304
"1097"	6	2	"HI"	"PRE"	3	"LAP"	307.1722823
"1098"	6	2	"HI"	"24H"	3	"LAP"	413.6030993
"1099"	6	2	"HI"	"1WK"	3	"LAP"	628.8694186
"1100"	6	2	"HI"	"4WK"	3	"LAP"	175.1747249
"1101"	6	2	"HI"	"PRE"	3	"NAG"	47.07806536
"1102"	6	2	"HI"	"24H"	3	"NAG"	9.014880991
"1103"	6	2	"HI"	"1WK"	3	"NAG"	94.23347027
"1104"	6	2	"HI"	"4WK"	3	"NAG"	35.37483216
"1105"	6	2	"HI"	"PRE"	3	"PER1"	9.393014313
"1106"	6	2	"HI"	"24H"	3	"PER1"	0
"1107"	6	2	"HI"	"1WK"	3	"PER1"	1.765610224
"1108"	6	2	"HI"	"4WK"	3	"PER1"	0.203351852
"1109"	6	2	"HI"	"PRE"	3	"PEROX"	6.348104033
"1110"	6	2	"HI"	"24H"	3	"PEROX"	8.243944637
"1111"	6	2	"HI"	"1WK"	3	"PEROX"	5.715005157
"1112"	6	2	"HI"	"4WK"	3	"PEROX"	3.32732545
"1113"	6	2	"HI"	"PRE"	3	"PHENOX"	0
"1114"	6	2	"HI"	"24H"	3	"PHENOX"	9.251838235
"1115"	6	2	"HI"	"1WK"	3	"PHENOX"	3.949394934
"1116"	6	2	"HI"	"4WK"	3	"PHENOX"	3.123973598
"1117"	6	2	"HI"	"PRE"	3	"PHOS"	0
"1118"	6	2	"HI"	"24H"	3	"PHOS"	0
"1119"	6	2	"HI"	"1WK"	3	"PHOS"	0
"1120"	6	2	"HI"	"4WK"	3	"PHOS"	0
"1121"	6	2	"HI"	"PRE"	4	"AG"	54.97820536
"1122"	6	2	"HI"	"24H"	4	"AG"	20.16971245
"1123"	6	2	"HI"	"1WK"	4	"AG"	59.1783214
"1124"	6	2	"HI"	"4WK"	4	"AG"	0
"1125"	6	2	"HI"	"PRE"	4	"BG"	538.1855721
"1126"	6	2	"HI"	"24H"	4	"BG"	432.7784862
"1127"	6	2	"HI"	"1WK"	4	"BG"	729.8707924
"1128"	6	2	"HI"	"4WK"	4	"BG"	310.3545448
"1129"	6	2	"HI"	"PRE"	4	"BX"	100.0368628
"1130"	6	2	"HI"	"24H"	4	"BX"	58.34950669
"1131"	6	2	"HI"	"1WK"	4	"BX"	115.1196359
"1132"	6	2	"HI"	"4WK"	4	"BX"	27.62802027
"1133"	6	2	"HI"	"PRE"	4	"CBH"	55.1802429
"1134"	6	2	"HI"	"24H"	4	"CBH"	30.80269353
"1135"	6	2	"HI"	"1WK"	4	"CBH"	127.7135119
"1136"	6	2	"HI"	"4WK"	4	"CBH"	26.10512261
"1137"	6	2	"HI"	"PRE"	4	"LAP"	740.278061
"1138"	6	2	"HI"	"24H"	4	"LAP"	395.2752349
"1139"	6	2	"HI"	"1WK"	4	"LAP"	650.908002
"1140"	6	2	"HI"	"4WK"	4	"LAP"	368.5187138
"1141"	6	2	"HI"	"PRE"	4	"NAG"	66.84610005
"1142"	6	2	"HI"	"24H"	4	"NAG"	16.07815649
"1143"	6	2	"HI"	"1WK"	4	"NAG"	75.145616
"1144"	6	2	"HI"	"4WK"	4	"NAG"	14.75137752
"1145"	6	2	"HI"	"PRE"	4	"PER1"	12.27293902
"1146"	6	2	"HI"	"24H"	4	"PER1"	0
"1147"	6	2	"HI"	"1WK"	4	"PER1"	0
"1148"	6	2	"HI"	"4WK"	4	"PER1"	5.033637504
"1149"	6	2	"HI"	"PRE"	4	"PEROX"	11.56752231
"1150"	6	2	"HI"	"24H"	4	"PEROX"	5.457796043
"1151"	6	2	"HI"	"1WK"	4	"PEROX"	2.80394814
"1152"	6	2	"HI"	"4WK"	4	"PEROX"	8.565750491
"1153"	6	2	"HI"	"PRE"	4	"PHENOX"	0
"1154"	6	2	"HI"	"24H"	4	"PHENOX"	6.141143999
"1155"	6	2	"HI"	"1WK"	4	"PHENOX"	2.950621014
"1156"	6	2	"HI"	"4WK"	4	"PHENOX"	3.532112987
"1157"	6	2	"HI"	"PRE"	4	"PHOS"	0
"1158"	6	2	"HI"	"24H"	4	"PHOS"	0
"1159"	6	2	"HI"	"1WK"	4	"PHOS"	90.73409971
"1160"	6	2	"HI"	"4WK"	4	"PHOS"	0
"1161"	6	2	"HI"	"PRE"	5	"AG"	50.52827725
"1162"	6	2	"HI"	"24H"	5	"AG"	5.782053796
"1163"	6	2	"HI"	"1WK"	5	"AG"	25.71849639
"1164"	6	2	"HI"	"4WK"	5	"AG"	10.82759596
"1165"	6	2	"HI"	"PRE"	5	"BG"	585.4033702
"1166"	6	2	"HI"	"24H"	5	"BG"	275.0140276
"1167"	6	2	"HI"	"1WK"	5	"BG"	784.6076391
"1168"	6	2	"HI"	"4WK"	5	"BG"	394.7452615
"1169"	6	2	"HI"	"PRE"	5	"BX"	117.4132183
"1170"	6	2	"HI"	"24H"	5	"BX"	27.74935885
"1171"	6	2	"HI"	"1WK"	5	"BX"	109.3434594
"1172"	6	2	"HI"	"4WK"	5	"BX"	49.61515565
"1173"	6	2	"HI"	"PRE"	5	"CBH"	83.55944753
"1174"	6	2	"HI"	"24H"	5	"CBH"	19.7991618
"1175"	6	2	"HI"	"1WK"	5	"CBH"	120.7528209
"1176"	6	2	"HI"	"4WK"	5	"CBH"	40.88464529
"1177"	6	2	"HI"	"PRE"	5	"LAP"	971.9720872
"1178"	6	2	"HI"	"24H"	5	"LAP"	307.1596505
"1179"	6	2	"HI"	"1WK"	5	"LAP"	709.9780973
"1180"	6	2	"HI"	"4WK"	5	"LAP"	412.1743923
"1181"	6	2	"HI"	"PRE"	5	"NAG"	117.7391011
"1182"	6	2	"HI"	"24H"	5	"NAG"	8.103081356
"1183"	6	2	"HI"	"1WK"	5	"NAG"	73.94521639
"1184"	6	2	"HI"	"4WK"	5	"NAG"	23.06858952
"1185"	6	2	"HI"	"PRE"	5	"PER1"	0
"1186"	6	2	"HI"	"24H"	5	"PER1"	3.143903764
"1187"	6	2	"HI"	"1WK"	5	"PER1"	0
"1188"	6	2	"HI"	"4WK"	5	"PER1"	1.775948692
"1189"	6	2	"HI"	"PRE"	5	"PEROX"	0
"1190"	6	2	"HI"	"24H"	5	"PEROX"	8.442243986
"1191"	6	2	"HI"	"1WK"	5	"PEROX"	0
"1192"	6	2	"HI"	"4WK"	5	"PEROX"	3.411430126
"1193"	6	2	"HI"	"PRE"	5	"PHENOX"	2.65968457
"1194"	6	2	"HI"	"24H"	5	"PHENOX"	5.298340222
"1195"	6	2	"HI"	"1WK"	5	"PHENOX"	1.520850417
"1196"	6	2	"HI"	"4WK"	5	"PHENOX"	1.635481435
"1197"	6	2	"HI"	"PRE"	5	"PHOS"	21.79633104
"1198"	6	2	"HI"	"24H"	5	"PHOS"	0
"1199"	6	2	"HI"	"1WK"	5	"PHOS"	41.96447172
"1200"	6	2	"HI"	"4WK"	5	"PHOS"	0
"1201"	7	3	"LO"	"PRE"	1	"AG"	33.03084297
"1202"	7	3	"LO"	"24H"	1	"AG"	37.4644565
"1203"	7	3	"LO"	"1WK"	1	"AG"	31.48226205
"1204"	7	3	"LO"	"4WK"	1	"AG"	22.95240583
"1205"	7	3	"LO"	"PRE"	1	"BG"	674.9791758
"1206"	7	3	"LO"	"24H"	1	"BG"	622.3413146
"1207"	7	3	"LO"	"1WK"	1	"BG"	337.769816
"1208"	7	3	"LO"	"4WK"	1	"BG"	363.9616207
"1209"	7	3	"LO"	"PRE"	1	"BX"	83.22743427
"1210"	7	3	"LO"	"24H"	1	"BX"	106.7881109
"1211"	7	3	"LO"	"1WK"	1	"BX"	54.58155485
"1212"	7	3	"LO"	"4WK"	1	"BX"	46.41541494
"1213"	7	3	"LO"	"PRE"	1	"CBH"	47.04988144
"1214"	7	3	"LO"	"24H"	1	"CBH"	56.29062642
"1215"	7	3	"LO"	"1WK"	1	"CBH"	37.4889127
"1216"	7	3	"LO"	"4WK"	1	"CBH"	43.14491332
"1217"	7	3	"LO"	"PRE"	1	"LAP"	541.5943395
"1218"	7	3	"LO"	"24H"	1	"LAP"	762.7217122
"1219"	7	3	"LO"	"1WK"	1	"LAP"	589.0606074
"1220"	7	3	"LO"	"4WK"	1	"LAP"	402.9394814
"1221"	7	3	"LO"	"PRE"	1	"NAG"	48.07717512
"1222"	7	3	"LO"	"24H"	1	"NAG"	35.59069814
"1223"	7	3	"LO"	"1WK"	1	"NAG"	46.86968663
"1224"	7	3	"LO"	"4WK"	1	"NAG"	22.64606817
"1225"	7	3	"LO"	"PRE"	1	"PER1"	4.901629174
"1226"	7	3	"LO"	"24H"	1	"PER1"	0
"1227"	7	3	"LO"	"1WK"	1	"PER1"	4.352841866
"1228"	7	3	"LO"	"4WK"	1	"PER1"	4.46290153
"1229"	7	3	"LO"	"PRE"	1	"PEROX"	8.460385945
"1230"	7	3	"LO"	"24H"	1	"PEROX"	7.445742999
"1231"	7	3	"LO"	"1WK"	1	"PEROX"	8.965056947
"1232"	7	3	"LO"	"4WK"	1	"PEROX"	9.645223839
"1233"	7	3	"LO"	"PRE"	1	"PHENOX"	3.558756771
"1234"	7	3	"LO"	"24H"	1	"PHENOX"	9.199220408
"1235"	7	3	"LO"	"1WK"	1	"PHENOX"	4.612215081
"1236"	7	3	"LO"	"4WK"	1	"PHENOX"	5.182322309
"1237"	7	3	"LO"	"PRE"	1	"PHOS"	21.81332532
"1238"	7	3	"LO"	"24H"	1	"PHOS"	0
"1239"	7	3	"LO"	"1WK"	1	"PHOS"	245.5478295
"1240"	7	3	"LO"	"4WK"	1	"PHOS"	0
"1241"	7	3	"LO"	"PRE"	2	"AG"	1.765700245
"1242"	7	3	"LO"	"24H"	2	"AG"	0
"1243"	7	3	"LO"	"1WK"	2	"AG"	23.80756964
"1244"	7	3	"LO"	"4WK"	2	"AG"	36.61263291
"1245"	7	3	"LO"	"PRE"	2	"BG"	523.0042226
"1246"	7	3	"LO"	"24H"	2	"BG"	286.9262583
"1247"	7	3	"LO"	"1WK"	2	"BG"	313.261972
"1248"	7	3	"LO"	"4WK"	2	"BG"	462.1939966
"1249"	7	3	"LO"	"PRE"	2	"BX"	57.95579921
"1250"	7	3	"LO"	"24H"	2	"BX"	21.72423977
"1251"	7	3	"LO"	"1WK"	2	"BX"	28.17798893
"1252"	7	3	"LO"	"4WK"	2	"BX"	69.41350775
"1253"	7	3	"LO"	"PRE"	2	"CBH"	28.56465183
"1254"	7	3	"LO"	"24H"	2	"CBH"	13.52091086
"1255"	7	3	"LO"	"1WK"	2	"CBH"	12.83696422
"1256"	7	3	"LO"	"4WK"	2	"CBH"	60.23057317
"1257"	7	3	"LO"	"PRE"	2	"LAP"	355.6541552
"1258"	7	3	"LO"	"24H"	2	"LAP"	294.8420379
"1259"	7	3	"LO"	"1WK"	2	"LAP"	631.2399499
"1260"	7	3	"LO"	"4WK"	2	"LAP"	376.6625797
"1261"	7	3	"LO"	"PRE"	2	"NAG"	26.73813925
"1262"	7	3	"LO"	"24H"	2	"NAG"	1.907117711
"1263"	7	3	"LO"	"1WK"	2	"NAG"	23.81552775
"1264"	7	3	"LO"	"4WK"	2	"NAG"	36.79898499
"1265"	7	3	"LO"	"PRE"	2	"PER1"	3.881268723
"1266"	7	3	"LO"	"24H"	2	"PER1"	0
"1267"	7	3	"LO"	"1WK"	2	"PER1"	0
"1268"	7	3	"LO"	"4WK"	2	"PER1"	0
"1269"	7	3	"LO"	"PRE"	2	"PEROX"	12.71091202
"1270"	7	3	"LO"	"24H"	2	"PEROX"	0.514780435
"1271"	7	3	"LO"	"1WK"	2	"PEROX"	1.484493983
"1272"	7	3	"LO"	"4WK"	2	"PEROX"	1.323073317
"1273"	7	3	"LO"	"PRE"	2	"PHENOX"	8.829643301
"1274"	7	3	"LO"	"24H"	2	"PHENOX"	7.335164081
"1275"	7	3	"LO"	"1WK"	2	"PHENOX"	4.838910097
"1276"	7	3	"LO"	"4WK"	2	"PHENOX"	2.599926467
"1277"	7	3	"LO"	"PRE"	2	"PHOS"	0
"1278"	7	3	"LO"	"24H"	2	"PHOS"	0
